test_id,operator,technology,circle,download_speed,upload_speed,signal_strength,latency_ms,test_date,latitude,longitude
TEST_009752,airtel,5G,Chennai,79.7,16.1,-70.36,70.15,2026-03-22,25.981557,71.956003
TEST_009753,vi,4G,Chennai,21.97,4.64,-75.87,39.03,2026-04-04,17.226071,71.236972
TEST_009754,jio,5G,Kolkata,103.13,31.85,-76.57,37.31,2026-05-03,19.336333,80.930952
TEST_009755,airtel,4G,Pune,18.89,4.24,-100.42,47.32,2026-03-06,27.552783,69.412969
TEST_009756,airtel,4G,Mumbai,7.45,2.79,-110.71,39.31,2026-03-16,22.830787,78.673984
TEST_009757,airtel,4G,Kolkata,30.96,9.32,-77.5,44.78,2026-05-19,14.026905,94.728089
TEST_009758,vi,4G,Kolkata,20.7,9.81,-86.37,35.15,2026-04-06,9.570589,79.05329
TEST_009759,vi,5G,Lucknow,48.21,18.58,-60.0,37.03,2026-03-29,10.413466,76.960886
TEST_009760,vi,5G,Hyderabad,76.85,18.54,-89.3,42.73,2026-05-26,22.719557,86.157946
TEST_009761,airtel,5G,Jaipur,103.27,21.13,-79.65,36.53,2026-05-03,29.625067,80.90598
TEST_009762,vi,4G,Delhi,20.55,4.6,-99.8,60.21,2026-03-15,22.251061,89.345074
TEST_009763,jio,4G,Jaipur,21.4,14.67,-90.59,37.51,2026-05-02,9.518165,88.775856
TEST_009764,airtel,5G,Kolkata,68.75,20.5,-66.53,54.77,2026-04-19,23.007823,85.869709
TEST_009765,jio,4G,Mumbai,25.61,9.6,-90.44,36.68,2026-05-20,23.16686,74.847482
TEST_009766,vi,5G,Hyderabad,74.67,12.59,-99.32,35.43,2026-03-14,23.37648,76.643657
TEST_009767,jio,4G,Lucknow,28.08,3.14,-89.74,59.31,2026-04-21,28.715907,95.742584
TEST_009768,jio,4G,Ahmedabad,28.16,10.82,-89.07,53.17,2026-04-30,32.130403,94.859119
TEST_009769,jio,4G,Ahmedabad,11.28,7.51,-91.28,60.92,2026-05-02,26.51094,69.86974
TEST_009770,airtel,4G,Pune,33.37,4.27,-83.03,36.59,2026-04-21,9.238216,76.246491
TEST_009771,airtel,4G,Lucknow,20.42,6.4,-75.15,49.69,2026-03-24,21.243486,74.522731
TEST_009772,vi,4G,Mumbai,20.3,5.56,-66.65,37.26,2026-04-19,12.620796,86.144663
TEST_009773,airtel,5G,Ahmedabad,56.36,18.6,-82.42,53.95,2026-05-16,24.953289,85.196194
TEST_009774,airtel,4G,Mumbai,19.46,2.83,-80.02,41.18,2026-04-08,11.243205,80.142367
TEST_009775,jio,5G,Pune,57.4,36.66,-99.29,37.96,2026-04-19,19.281988,91.542022
TEST_009776,vi,4G,Delhi,20.44,7.19,-97.32,52.43,2026-05-10,24.161714,92.179183
TEST_009777,airtel,5G,Mumbai,79.83,17.44,-89.25,37.7,2026-05-04,20.061626,74.142472
TEST_009778,jio,4G,Jaipur,28.2,6.42,-72.51,42.21,2026-05-14,21.805379,74.249947
TEST_009779,vi,5G,Chennai,69.13,27.09,-100.92,42.62,2026-03-26,11.160756,75.331848
TEST_009780,vi,5G,Bangalore,41.72,28.13,-97.81,55.27,2026-05-14,10.644486,87.209215
TEST_009781,vi,5G,Delhi,38.87,22.31,-78.12,56.54,2026-04-10,26.110045,83.273188
TEST_009782,airtel,5G,Chennai,56.96,27.5,-82.12,36.56,2026-05-24,15.696085,84.560915
TEST_009783,airtel,4G,Pune,19.59,2.52,-79.21,46.22,2026-03-23,8.802204,90.658003
TEST_009784,vi,4G,Lucknow,22.81,7.47,-89.55,40.63,2026-04-13,29.665218,82.803846
TEST_009785,jio,4G,Chennai,25.88,4.7,-84.44,37.53,2026-03-26,30.393269,77.791422
TEST_009786,vi,5G,Mumbai,57.14,15.16,-77.05,53.42,2026-04-17,19.360038,95.603487
TEST_009787,airtel,5G,Chennai,56.79,25.06,-70.43,48.43,2026-05-18,10.712324,91.988831
TEST_009788,vi,5G,Mumbai,91.33,11.6,-80.87,36.65,2026-03-30,16.1273,83.61067
TEST_009789,jio,4G,Jaipur,19.62,8.04,-71.35,46.34,2026-05-17,31.346159,93.286591
TEST_009790,vi,4G,Ahmedabad,25.65,6.78,-116.63,40.1,2026-04-27,31.678573,90.683295
TEST_009791,vi,4G,Ahmedabad,13.77,5.58,-88.33,35.01,2026-04-06,9.318326,84.322477
TEST_009792,jio,4G,Chennai,27.7,9.2,-116.53,57.44,2026-05-11,10.490162,86.540152
TEST_009793,airtel,5G,Delhi,69.67,28.78,-88.29,36.51,2026-05-25,10.626281,68.189468
TEST_009794,jio,4G,Kolkata,29.44,7.56,-82.32,39.9,2026-03-07,34.999528,81.760289
TEST_009795,airtel,4G,Chennai,10.87,6.34,-71.99,103.98,2026-05-03,16.705293,80.740107
TEST_009796,jio,5G,Kolkata,64.41,34.86,-81.72,54.56,2026-05-20,25.173604,82.055168
TEST_009797,jio,4G,Jaipur,20.01,8.33,-97.42,100.24,2026-03-08,8.79157,68.43013
TEST_009798,jio,4G,Delhi,15.97,5.47,-93.98,35.29,2026-03-08,31.338429,87.242993
TEST_009799,vi,4G,Bangalore,16.94,8.64,-95.64,45.03,2026-04-05,31.087462,84.485511
TEST_009800,jio,4G,Kolkata,31.37,10.85,-79.43,54.55,2026-03-12,28.34595,93.122701
TEST_009801,jio,4G,Lucknow,25.54,7.61,-81.86,53.76,2026-04-15,26.494032,83.640035
TEST_009802,vi,4G,Delhi,21.91,6.3,-106.69,42.29,2026-04-29,29.500096,94.293084
TEST_009803,airtel,4G,Kolkata,22.57,5.58,-93.17,44.54,2026-05-22,20.552094,79.774173
TEST_009804,airtel,5G,Kolkata,73.79,22.45,-75.94,41.22,2026-03-10,22.495826,93.751988
TEST_009805,airtel,4G,Kolkata,19.01,5.13,-86.53,107.76,2026-04-17,33.307462,85.787424
TEST_009806,jio,5G,Chennai,82.15,30.58,-96.2,65.35,2026-04-12,25.389065,80.4076
TEST_009807,jio,4G,Ahmedabad,23.37,8.76,-85.18,47.01,2026-04-07,22.429609,88.779662
TEST_009808,vi,4G,Delhi,17.95,5.11,-98.61,50.45,2026-05-29,26.852405,89.108631
TEST_009809,jio,4G,Jaipur,22.86,8.29,-79.65,52.81,2026-05-06,32.864066,91.598891
TEST_009810,airtel,5G,Pune,102.91,8.59,-66.05,64.16,2026-03-16,23.863785,82.971372
TEST_009811,airtel,4G,Lucknow,23.76,6.84,-84.18,45.62,2026-03-18,18.555901,79.520008
TEST_009812,vi,4G,Lucknow,25.82,4.62,-96.83,67.39,2026-04-19,28.430361,84.073835
TEST_009813,jio,5G,Lucknow,79.03,25.06,-75.82,35.28,2026-04-27,26.873593,86.901994
TEST_009814,vi,5G,Jaipur,58.23,25.27,-79.49,40.34,2026-05-29,29.972893,77.94245
TEST_009815,vi,5G,Kolkata,44.56,20.62,-102.03,37.45,2026-04-17,31.516465,80.597734
TEST_009816,vi,5G,Hyderabad,51.8,12.86,-79.17,54.13,2026-05-02,20.143188,73.990347
TEST_009817,jio,4G,Jaipur,31.36,13.3,-111.72,50.1,2026-04-29,16.906888,88.506256
TEST_009818,vi,4G,Pune,15.47,6.48,-99.69,43.22,2026-03-25,26.358369,74.949235
TEST_009819,jio,4G,Ahmedabad,18.46,6.75,-88.19,38.5,2026-05-12,14.686503,81.093533
TEST_009820,vi,4G,Kolkata,11.34,7.12,-93.99,35.64,2026-05-25,28.129107,80.152102
TEST_009821,vi,5G,Jaipur,64.98,20.15,-78.37,51.45,2026-04-13,20.566328,80.50919
TEST_009822,airtel,5G,Jaipur,67.05,24.05,-80.89,55.23,2026-04-21,8.084577,88.816002
TEST_009823,jio,4G,Hyderabad,34.54,5.49,-63.19,40.18,2026-04-28,35.859749,94.287881
TEST_009824,jio,4G,Bangalore,32.74,9.39,-86.5,41.48,2026-03-28,8.084887,77.303558
TEST_009825,vi,4G,Ahmedabad,15.44,4.23,-83.18,75.64,2026-05-20,22.221693,92.843392
TEST_009826,vi,4G,Bangalore,22.28,6.16,-90.87,37.13,2026-05-15,26.383517,77.702463
TEST_009827,airtel,4G,Ahmedabad,25.32,7.24,-71.49,35.3,2026-03-08,22.337888,83.04943
TEST_009828,vi,4G,Ahmedabad,17.75,7.34,-83.09,60.97,2026-04-26,24.75672,84.29912
TEST_009829,vi,4G,Delhi,7.69,5.47,-94.78,40.76,2026-04-23,11.567123,87.179678
TEST_009830,airtel,5G,Delhi,85.27,25.68,-64.96,42.52,2026-03-29,29.642025,76.220859
TEST_009831,vi,5G,Delhi,41.74,18.91,-84.71,46.5,2026-04-09,33.001524,80.715631
TEST_009832,airtel,5G,Jaipur,80.44,19.96,-83.59,49.25,2026-05-02,11.473279,87.691313
TEST_009833,airtel,5G,Bangalore,47.21,20.75,-81.93,66.31,2026-05-14,18.559685,75.170783
TEST_009834,airtel,4G,Pune,19.84,8.1,-65.92,47.07,2026-05-18,15.017122,79.691405
TEST_009835,vi,5G,Bangalore,34.91,21.5,-98.16,35.71,2026-04-28,12.997983,68.303411
TEST_009836,airtel,4G,Lucknow,21.84,8.31,-88.43,66.44,2026-05-11,26.612411,69.59058
TEST_009837,jio,4G,Chennai,15.94,7.54,-74.2,36.31,2026-04-17,32.487309,79.147755
TEST_009838,jio,4G,Ahmedabad,15.59,7.91,-84.27,39.2,2026-05-26,32.241664,70.145449
TEST_009839,jio,5G,Ahmedabad,75.88,11.68,-81.8,40.69,2026-03-15,8.203214,90.008992
TEST_009840,vi,4G,Lucknow,22.75,10.15,-95.57,87.31,2026-03-06,21.33713,70.198279
TEST_009841,vi,4G,Jaipur,16.73,6.81,-98.18,36.3,2026-03-20,12.829271,74.784239
TEST_009842,vi,5G,Jaipur,49.05,19.53,-77.02,39.99,2026-03-05,16.769039,73.342449
TEST_009843,airtel,4G,Kolkata,13.92,4.78,-83.89,38.39,2026-05-21,10.516693,74.661818
TEST_009844,airtel,5G,Delhi,69.84,19.94,-90.94,65.16,2026-03-12,15.807118,91.391635
TEST_009845,airtel,5G,Hyderabad,69.02,33.38,-74.02,49.54,2026-04-11,10.40495,95.61022
TEST_009846,jio,5G,Chennai,52.15,26.23,-90.62,99.22,2026-04-16,24.436178,79.620838
TEST_009847,vi,4G,Kolkata,23.0,3.41,-93.39,68.7,2026-04-14,26.364644,79.372858
TEST_009848,vi,4G,Mumbai,27.06,6.92,-73.82,72.47,2026-04-18,13.594653,82.350869
TEST_009849,vi,5G,Kolkata,56.03,9.69,-89.51,50.65,2026-04-12,8.534133,80.500741
TEST_009850,airtel,4G,Kolkata,22.84,8.0,-86.56,71.99,2026-04-11,13.022048,90.498175
TEST_009851,jio,4G,Mumbai,27.84,7.28,-94.9,45.23,2026-04-22,18.244984,79.133309
TEST_009852,jio,5G,Ahmedabad,51.57,32.31,-87.93,36.22,2026-05-23,20.184504,79.956083
TEST_009853,airtel,4G,Ahmedabad,23.25,10.34,-85.13,36.97,2026-03-27,15.412776,76.650268
TEST_009854,jio,5G,Hyderabad,95.99,41.41,-90.73,52.73,2026-04-05,23.331605,80.129616
TEST_009855,jio,5G,Lucknow,127.6,21.69,-91.33,70.05,2026-03-28,17.690799,68.68617
TEST_009856,vi,5G,Mumbai,59.9,14.64,-74.15,68.06,2026-03-26,34.976886,88.576404
TEST_009857,vi,5G,Delhi,44.83,22.66,-80.35,35.98,2026-03-06,34.530546,78.601287
TEST_009858,vi,4G,Chennai,25.47,7.75,-78.13,78.31,2026-05-16,27.91142,85.83549
TEST_009859,airtel,4G,Pune,17.79,6.46,-80.21,40.87,2026-03-27,12.053893,80.76134
TEST_009860,jio,5G,Mumbai,53.53,24.99,-93.73,47.79,2026-05-19,26.353666,70.903827
TEST_009861,airtel,5G,Bangalore,101.98,34.53,-92.15,57.55,2026-03-31,35.047223,75.427872
TEST_009862,vi,4G,Ahmedabad,22.38,7.07,-94.11,36.38,2026-05-18,23.705627,84.124066
TEST_009863,vi,4G,Bangalore,14.0,7.53,-82.73,37.43,2026-04-16,9.363585,84.958983
TEST_009864,jio,4G,Pune,28.39,11.7,-80.37,60.02,2026-05-12,26.931951,94.379238
TEST_009865,airtel,4G,Chennai,28.46,4.56,-92.13,71.55,2026-04-10,24.310905,74.160811
TEST_009866,airtel,5G,Jaipur,65.56,23.59,-89.39,40.31,2026-05-02,28.910065,71.352252
TEST_009867,jio,5G,Lucknow,107.67,33.2,-61.41,46.59,2026-05-13,28.811357,71.919944
TEST_009868,jio,4G,Chennai,22.34,7.7,-70.13,53.23,2026-04-24,12.849272,74.691656
TEST_009869,jio,4G,Jaipur,25.5,2.53,-85.09,39.64,2026-05-23,25.432697,75.511099
TEST_009870,airtel,5G,Delhi,84.4,11.31,-89.48,35.16,2026-05-13,10.499871,80.604061
TEST_009871,vi,5G,Delhi,53.12,19.8,-77.43,58.09,2026-03-02,21.760707,90.672628
TEST_009872,airtel,4G,Delhi,10.89,5.54,-93.28,50.07,2026-05-18,34.567003,92.279969
TEST_009873,jio,5G,Chennai,79.48,28.99,-92.89,38.16,2026-05-12,11.44036,88.486331
TEST_009874,jio,4G,Hyderabad,24.98,5.66,-68.34,38.22,2026-04-17,14.922637,80.089574
TEST_009875,airtel,4G,Jaipur,31.36,7.81,-76.42,40.36,2026-04-09,35.485094,87.545578
TEST_009876,airtel,4G,Mumbai,27.43,5.29,-93.24,41.44,2026-05-13,15.103204,75.460844
TEST_009877,vi,5G,Ahmedabad,68.22,14.21,-96.59,40.09,2026-03-12,29.169205,80.015045
TEST_009878,vi,4G,Bangalore,14.11,7.63,-106.05,38.22,2026-03-10,23.012561,71.600393
TEST_009879,airtel,4G,Kolkata,24.86,5.13,-82.28,56.81,2026-03-13,19.204962,78.511051
TEST_009880,airtel,4G,Lucknow,16.62,9.08,-79.04,41.0,2026-03-28,22.649174,91.891688
TEST_009881,vi,5G,Kolkata,51.12,10.8,-85.04,51.72,2026-03-30,11.962302,88.065904
TEST_009882,jio,4G,Chennai,22.76,6.43,-81.84,38.96,2026-04-02,12.444086,80.118302
TEST_009883,vi,4G,Ahmedabad,20.1,6.23,-79.21,37.76,2026-04-20,22.348463,70.200726
TEST_009884,airtel,4G,Hyderabad,12.25,11.6,-91.14,66.19,2026-04-07,17.585958,71.818374
TEST_009885,airtel,5G,Jaipur,98.61,25.73,-72.87,39.49,2026-05-01,17.720787,68.20793
TEST_009886,airtel,5G,Kolkata,76.09,25.1,-86.09,96.46,2026-05-29,10.527794,79.879237
TEST_009887,airtel,5G,Chennai,77.93,19.76,-101.9,36.54,2026-03-10,8.097903,80.830783
TEST_009888,vi,4G,Kolkata,15.73,4.73,-83.39,40.67,2026-04-19,27.359147,73.110169
TEST_009889,jio,4G,Hyderabad,27.73,6.02,-75.35,120.21,2026-05-14,14.908246,71.589576
TEST_009890,airtel,4G,Kolkata,29.81,4.47,-88.82,49.09,2026-04-05,28.352324,71.323639
TEST_009891,airtel,5G,Lucknow,82.61,13.09,-92.9,35.18,2026-03-01,29.097792,86.258576
TEST_009892,airtel,5G,Lucknow,80.73,28.32,-71.56,45.68,2026-04-10,33.818572,75.387438
TEST_009893,vi,4G,Bangalore,20.23,4.32,-89.43,47.67,2026-04-11,26.72654,68.772489
TEST_009894,airtel,4G,Pune,10.19,7.97,-99.99,59.56,2026-04-14,30.167705,68.014867
TEST_009895,jio,4G,Pune,40.46,9.73,-83.81,45.95,2026-03-04,16.421129,86.462589
TEST_009896,airtel,4G,Ahmedabad,22.35,9.11,-109.46,42.67,2026-04-03,25.153675,75.987241
TEST_009897,jio,5G,Ahmedabad,107.65,12.51,-77.86,43.5,2026-05-06,15.009014,95.064854
TEST_009898,jio,5G,Pune,148.36,30.04,-89.69,51.93,2026-03-23,33.918161,92.402013
TEST_009899,jio,5G,Chennai,115.32,27.18,-81.6,39.4,2026-04-24,23.387265,88.387933
TEST_009900,jio,4G,Jaipur,33.17,3.87,-82.31,48.15,2026-03-03,28.28788,85.958307
TEST_009901,vi,4G,Mumbai,19.61,5.93,-81.22,62.72,2026-03-22,35.948988,84.247626
TEST_009902,airtel,4G,Bangalore,21.98,7.66,-87.14,63.85,2026-05-20,11.220506,86.108781
TEST_009903,airtel,4G,Lucknow,12.85,6.01,-73.38,35.73,2026-03-26,25.785973,87.004611
TEST_009904,vi,4G,Ahmedabad,1.0,8.18,-74.19,36.61,2026-03-28,9.389916,72.390872
TEST_009905,jio,4G,Lucknow,14.97,9.01,-77.4,42.38,2026-03-22,16.824133,68.637001
TEST_009906,jio,5G,Bangalore,55.55,28.59,-90.9,35.27,2026-05-16,23.720081,90.343019
TEST_009907,airtel,4G,Hyderabad,24.71,4.72,-81.87,57.74,2026-04-12,30.08708,87.356436
TEST_009908,jio,4G,Kolkata,11.62,5.77,-97.57,40.28,2026-04-25,30.116485,74.4969
TEST_009909,airtel,4G,Bangalore,11.41,7.3,-81.61,81.83,2026-05-10,8.124333,86.166357
TEST_009910,vi,4G,Ahmedabad,19.91,6.94,-75.92,52.29,2026-03-02,14.523355,89.621478
TEST_009911,airtel,4G,Delhi,24.69,8.1,-98.22,45.85,2026-04-14,9.378245,78.634103
TEST_009912,jio,5G,Hyderabad,85.2,27.87,-86.14,35.36,2026-04-18,8.378092,82.282611
TEST_009913,vi,5G,Jaipur,60.88,23.36,-80.91,40.78,2026-05-13,12.526224,86.890267
TEST_009914,airtel,4G,Jaipur,26.71,5.15,-96.56,38.27,2026-04-15,10.359373,73.230028
TEST_009915,airtel,5G,Jaipur,85.08,29.63,-94.23,35.6,2026-03-06,8.603006,84.031065
TEST_009916,vi,5G,Lucknow,90.9,12.78,-103.28,50.71,2026-05-28,16.113126,75.858452
TEST_009917,jio,5G,Delhi,65.02,23.89,-74.32,51.36,2026-03-15,18.45185,84.315808
TEST_009918,jio,5G,Mumbai,91.02,33.46,-92.91,47.63,2026-04-07,31.319075,82.022966
TEST_009919,jio,5G,Ahmedabad,102.94,11.85,-92.71,58.19,2026-03-17,27.513006,85.182707
TEST_009920,jio,4G,Mumbai,31.22,11.15,-100.46,45.88,2026-04-10,24.861598,79.930052
TEST_009921,vi,4G,Kolkata,14.76,6.55,-69.73,87.67,2026-04-04,29.282055,87.562173
TEST_009922,vi,5G,Lucknow,76.05,20.77,-83.73,58.92,2026-05-09,33.790649,79.938872
TEST_009923,jio,5G,Ahmedabad,31.41,19.41,-70.96,40.88,2026-04-09,35.379692,95.853364
TEST_009924,vi,5G,Bangalore,69.32,19.05,-108.7,68.76,2026-05-26,25.383888,92.851287
TEST_009925,airtel,4G,Hyderabad,16.57,4.99,-66.15,35.88,2026-05-14,16.456552,86.802017
TEST_009926,jio,4G,Ahmedabad,18.4,11.18,-82.9,40.85,2026-04-29,35.576791,84.80538
TEST_009927,vi,4G,Delhi,14.39,5.51,-110.21,53.96,2026-03-30,18.262113,74.130503
TEST_009928,airtel,4G,Chennai,19.36,6.55,-92.56,52.92,2026-03-15,25.514441,81.165802
TEST_009929,airtel,4G,Chennai,21.29,7.23,-81.17,39.83,2026-04-13,29.09236,70.426396
TEST_009930,vi,5G,Hyderabad,50.05,14.44,-93.45,36.54,2026-04-23,14.932888,94.020831
TEST_009931,vi,4G,Kolkata,12.32,4.91,-83.08,59.44,2026-05-09,21.0558,78.510723
TEST_009932,airtel,5G,Delhi,58.73,9.84,-97.33,36.78,2026-03-19,32.031227,95.953227
TEST_009933,vi,5G,Delhi,51.93,16.03,-73.51,38.7,2026-05-18,15.190111,87.865171
TEST_009934,vi,4G,Delhi,15.02,5.97,-102.46,48.68,2026-05-30,18.819482,86.799587
TEST_009935,jio,5G,Hyderabad,99.79,34.08,-79.64,38.92,2026-03-27,14.517741,86.317321
TEST_009936,airtel,4G,Pune,25.63,6.91,-82.88,39.6,2026-04-05,14.2448,74.104071
TEST_009937,airtel,4G,Ahmedabad,26.51,8.69,-72.5,48.33,2026-03-01,27.598456,83.871008
TEST_009938,jio,4G,Mumbai,31.62,11.69,-116.0,35.69,2026-03-01,33.118785,74.944462
TEST_009939,jio,5G,Bangalore,100.19,13.44,-77.51,35.43,2026-04-04,14.585677,78.76428
TEST_009940,vi,5G,Kolkata,39.74,15.27,-74.19,82.97,2026-03-11,26.648752,85.019932
TEST_009941,jio,5G,Jaipur,57.98,23.73,-102.3,106.48,2026-05-04,26.309924,77.249477
TEST_009942,jio,5G,Hyderabad,80.0,29.3,-98.39,37.53,2026-05-16,11.158107,75.979963
TEST_009943,airtel,4G,Chennai,16.85,2.7,-91.18,55.49,2026-05-22,33.15037,75.552114
TEST_009944,vi,5G,Lucknow,74.15,13.27,-76.55,50.26,2026-05-08,34.751401,73.737803
TEST_009945,vi,5G,Kolkata,31.04,12.7,-78.77,39.98,2026-03-07,22.686345,85.032161
TEST_009946,jio,4G,Delhi,28.43,4.34,-84.58,36.37,2026-04-23,24.42361,79.220374
TEST_009947,jio,4G,Jaipur,18.94,11.03,-98.22,42.98,2026-03-25,34.163965,95.770543
TEST_009948,jio,5G,Chennai,104.9,13.9,-95.51,40.34,2026-04-30,24.494894,89.232995
TEST_009949,airtel,5G,Pune,94.29,24.14,-83.83,38.61,2026-03-03,29.343057,91.407263
TEST_009950,vi,4G,Chennai,21.77,6.48,-108.3,51.49,2026-04-27,17.715578,77.42962
TEST_009951,vi,4G,Lucknow,15.82,5.85,-88.43,39.48,2026-05-23,34.498503,75.786496
TEST_009952,jio,4G,Jaipur,20.33,6.71,-91.23,54.04,2026-04-18,20.527648,69.60682
TEST_009953,airtel,5G,Delhi,72.02,33.57,-81.41,50.66,2026-04-17,10.742627,90.52612
TEST_009954,vi,4G,Hyderabad,15.4,4.19,-75.38,70.62,2026-03-04,23.128628,77.188493
TEST_009955,airtel,5G,Ahmedabad,74.64,19.84,-79.74,54.62,2026-04-15,27.336194,87.9583
TEST_009956,vi,4G,Chennai,21.5,5.68,-90.53,62.71,2026-03-11,22.706457,92.295957
TEST_009957,airtel,5G,Pune,66.75,27.52,-78.23,37.58,2026-04-02,32.762829,95.007956
TEST_009958,airtel,4G,Kolkata,24.25,8.55,-73.16,56.71,2026-03-19,29.53093,79.489074
TEST_009959,vi,4G,Jaipur,27.78,4.13,-87.86,46.62,2026-03-01,21.130917,93.829734
TEST_009960,airtel,4G,Jaipur,17.71,7.98,-76.31,39.71,2026-03-23,9.649923,84.750228
TEST_009961,vi,4G,Mumbai,12.51,5.19,-96.79,43.39,2026-03-03,21.73482,89.74233
TEST_009962,airtel,5G,Delhi,25.07,19.48,-81.98,41.68,2026-03-17,14.988249,88.11404
TEST_009963,airtel,4G,Hyderabad,26.33,7.1,-111.9,35.51,2026-03-11,26.111054,88.068538
TEST_009964,vi,4G,Lucknow,23.45,7.29,-89.41,46.54,2026-03-22,28.656308,80.97419
TEST_009965,airtel,4G,Delhi,24.38,4.41,-85.59,54.02,2026-05-09,8.825242,95.929637
TEST_009966,airtel,4G,Kolkata,16.98,6.3,-103.77,80.0,2026-04-03,18.892912,80.172605
TEST_009967,jio,5G,Mumbai,79.13,32.49,-107.93,79.45,2026-05-24,34.397893,90.525326
TEST_009968,vi,5G,Hyderabad,30.66,11.41,-92.26,41.07,2026-04-22,16.835868,70.588971
TEST_009969,airtel,5G,Hyderabad,89.68,22.5,-74.79,47.19,2026-04-14,23.261769,90.327917
TEST_009970,vi,5G,Ahmedabad,82.32,21.78,-79.5,43.05,2026-03-12,24.662402,69.78546
TEST_009971,vi,4G,Lucknow,20.08,3.97,-91.44,35.75,2026-03-09,35.618089,86.459118
TEST_009972,jio,4G,Kolkata,23.33,8.31,-86.49,58.72,2026-04-12,16.498583,86.056472
TEST_009973,vi,5G,Kolkata,64.9,18.31,-93.41,41.44,2026-03-22,26.176636,93.861398
TEST_009974,jio,5G,Bangalore,86.58,23.59,-73.87,65.75,2026-04-14,14.892581,93.291374
TEST_009975,airtel,4G,Lucknow,15.1,6.58,-92.31,43.7,2026-05-14,35.332372,90.225313
TEST_009976,airtel,5G,Mumbai,49.06,21.57,-87.99,39.11,2026-04-19,28.804996,81.60986
TEST_009977,airtel,5G,Bangalore,74.59,16.22,-88.61,60.23,2026-03-24,8.394961,91.609682
TEST_009978,airtel,5G,Delhi,89.35,17.07,-109.25,50.54,2026-05-15,24.624342,68.253539
TEST_009979,vi,4G,Hyderabad,3.94,4.48,-106.16,43.43,2026-03-14,35.943079,75.768719
TEST_009980,airtel,5G,Mumbai,83.26,20.5,-89.36,45.96,2026-05-10,14.545956,74.264672
TEST_009981,vi,5G,Mumbai,32.25,16.99,-76.38,56.66,2026-05-05,9.366685,70.882075
TEST_009982,jio,5G,Bangalore,117.82,26.63,-83.7,40.22,2026-03-16,29.392487,79.716578
TEST_009983,jio,4G,Bangalore,31.99,8.76,-93.89,39.94,2026-04-15,13.045885,79.746545
TEST_009984,airtel,5G,Delhi,82.55,29.25,-82.54,57.16,2026-03-23,32.056494,77.612726
TEST_009985,jio,4G,Jaipur,33.27,8.07,-107.61,35.29,2026-03-17,30.203039,80.168891
TEST_009986,airtel,5G,Chennai,91.39,37.36,-75.16,49.82,2026-03-18,31.102124,93.771857
TEST_009987,jio,4G,Mumbai,31.86,11.21,-86.04,44.38,2026-03-28,13.663097,89.689956
TEST_009988,vi,4G,Bangalore,10.97,8.52,-95.34,54.06,2026-03-07,12.649999,92.142725
TEST_009989,jio,5G,Chennai,106.77,29.64,-95.25,40.22,2026-04-21,21.189292,76.64833
TEST_009990,jio,5G,Ahmedabad,106.55,20.49,-78.06,73.64,2026-03-29,14.508578,89.28488
TEST_009991,airtel,5G,Hyderabad,96.32,18.81,-93.66,40.22,2026-05-29,22.198456,77.064895
TEST_009992,jio,5G,Pune,57.68,15.9,-97.91,40.05,2026-04-13,13.413147,70.981939
TEST_009993,airtel,4G,Jaipur,28.1,4.21,-81.34,41.81,2026-03-31,18.603527,83.755943
TEST_009994,airtel,4G,Delhi,27.69,6.06,-103.53,38.22,2026-05-30,32.373514,84.433939
TEST_009995,airtel,5G,Kolkata,78.83,21.41,-85.88,42.34,2026-03-09,18.589788,73.434977
TEST_009996,jio,4G,Lucknow,34.33,6.96,-93.66,73.01,2026-03-27,35.852911,72.507521
TEST_009997,vi,4G,Pune,17.72,8.67,-98.41,51.52,2026-04-29,8.087474,82.333103
TEST_009998,vi,5G,Delhi,53.13,19.65,-67.14,35.01,2026-04-13,21.702023,95.129015
TEST_009999,jio,5G,Delhi,123.94,37.77,-91.84,38.1,2026-03-13,12.995031,83.252613
TEST_010000,vi,4G,Chennai,20.29,7.67,-70.08,58.23,2026-04-07,8.426072,86.239677
TEST_010001,vi,4G,Ahmedabad,12.38,4.41,-101.15,45.69,2026-05-15,33.24307,75.452282
TEST_010002,vi,5G,Hyderabad,30.01,21.58,-74.93,43.57,2026-04-30,33.074142,88.632399
TEST_010003,vi,5G,Lucknow,35.71,15.8,-74.69,38.12,2026-03-20,17.627039,79.507334
TEST_010004,jio,5G,Delhi,53.82,20.38,-107.43,38.98,2026-03-16,28.994357,69.209721
TEST_010005,airtel,5G,Kolkata,73.34,17.48,-82.75,45.67,2026-05-28,15.514923,85.6977
TEST_010006,airtel,5G,Ahmedabad,90.05,6.72,-76.46,36.28,2026-04-14,35.425732,90.685178
TEST_010007,jio,4G,Bangalore,11.37,4.8,-92.55,43.65,2026-03-07,34.179524,73.177636
TEST_010008,jio,4G,Bangalore,37.45,4.91,-99.49,38.01,2026-04-27,10.563715,95.757351
TEST_010009,jio,4G,Kolkata,38.46,9.1,-84.03,38.08,2026-05-24,28.445552,88.606929
TEST_010010,jio,5G,Hyderabad,81.72,23.23,-105.25,62.0,2026-05-20,28.823596,93.699562
TEST_010011,jio,5G,Delhi,65.66,12.66,-85.54,80.0,2026-03-18,34.840014,85.181018
TEST_010012,jio,4G,Ahmedabad,23.58,7.73,-94.78,54.63,2026-03-08,19.806838,81.192472
